ext1,ext2,ext3,ext4,ext5,ext6,ext7,ext8,ext9,ext10,est1,est2,est3,est4,est5,est6,est7,est8,est9,est10,agr1,agr2,agr3,agr4,agr5,agr6,agr7,agr8,agr9,agr10,csn1,csn2,csn3,csn4,csn5,csn6,csn7,csn8,csn9,csn10,opn1,opn2,opn3,opn4,opn5,opn6,opn7,opn8,opn9,opn10,degree_category,degree,happiness_level,gender,birth_date,birth_location_country,birth_location_country_clean,birth_location_province,birth_location_city
4,1,3,4,4,4,3,2,4,3,3,3,4,4,2,3,2,2,2,1,1,4,1,4,2,4,1,4,4,4,4,1,5,2,4,1,4,1,5,5,5,1,4,2,4,2,5,3,3,4,Ciencias Sociales,Lic. En psicopedagogía,4,F,1983/08/08,Argentina,Argentina,Buenos Aires,Capital Federal
1,4,3,5,2,3,1,5,2,5,1,5,3,4,1,1,1,1,1,1,1,5,1,5,1,3,1,5,4,5,4,1,5,3,4,3,3,1,5,5,3,4,3,3,5,4,3,1,4,4,Ciencias Sociales,Lic psicopedagogía y Lic en educación,4,F,1974/05/28,Argentina,Argentina,Caba,Caba
4,1,4,3,3,3,3,5,3,3,4,2,5,1,4,4,4,4,4,2,1,4,3,4,2,4,1,2,4,4,5,1,5,1,4,2,5,3,3,4,4,2,3,2,3,3,4,2,4,4,Negocios,Licenciatura en Comunicación Publicitaria e Institucional,3,F,1983/08/04,Argentina,Argentina,Buenos Aires,CABA
3,4,4,2,4,1,4,4,2,3,2,3,4,4,4,4,2,2,4,2,2,5,2,5,2,4,2,5,5,5,4,2,5,2,3,3,4,2,3,4,5,2,4,4,3,3,3,2,5,5,Ciencias Sociales,Pedagogy,5,F,1995/08/08,Germany,Germany,Nordrhein- Westfalen,Hamm
3,2,4,3,3,2,1,4,3,4,5,3,5,2,4,4,5,4,5,2,1,5,2,5,1,5,1,4,4,4,3,1,5,3,5,1,5,1,4,5,5,2,5,1,3,1,5,3,5,5,Ciencias de la Salud,Veterinaria,3,F,1980/04/10,Argentina,Argentina,CABA,CABA
2,5,3,5,3,3,2,5,1,5,3,3,4,2,4,3,4,4,4,3,1,4,1,4,1,3,1,4,4,4,3,1,4,1,5,1,5,1,4,5,3,4,2,3,2,4,3,1,3,2,Ninguna,Ninguna,4,F,1958/10/13,Argentina,Argentina,Buenos Aires,Capital federal
4,1,4,2,4,2,3,3,3,4,4,3,5,4,4,3,4,4,4,2,1,5,1,5,5,4,1,4,5,4,3,3,4,3,3,4,4,2,4,4,3,3,4,3,3,4,4,2,4,4,Educación,Docencia/ coaching,3,F,1965/05/21,Argentina,Argentina,Bs As,bsAs
4,1,3,3,3,2,1,5,1,4,1,5,5,5,2,3,1,1,1,1,1,4,1,5,3,1,3,5,5,4,4,4,5,1,3,2,1,4,4,5,5,1,5,1,5,5,5,4,5,5,STEM,Ingeniería industrial,5,F,1992/07/14,Chile,Chile,Santiago,Puente alto
3,3,3,4,3,4,2,4,2,4,3,3,3,2,2,2,2,2,2,4,2,4,2,4,2,4,2,3,2,3,4,2,4,2,4,2,4,2,3,4,4,1,4,1,4,2,4,2,4,2,STEM,Mathematics,4,M,1999/03/16,United States of America,United States,Massachusetts,Boston
1,4,2,5,1,4,1,5,2,5,4,4,4,3,2,3,5,4,4,3,3,2,1,2,2,4,4,1,2,3,2,5,4,4,3,5,3,3,1,3,2,2,5,2,2,2,5,2,2,2,STEM,Physics,4,M,2001/04/14,United States of America,United States,Florida,Miami
3,2,3,4,3,2,3,5,1,5,4,3,4,1,4,4,4,5,4,4,1,5,3,5,1,5,1,4,5,5,3,5,3,4,3,4,3,2,5,5,3,3,5,3,3,2,3,4,4,3,Ninguna,Ninguna,4,M,1976/11/13,Argentina,Argentina,Caba,Capital federal
4,1,5,3,5,1,5,4,2,3,4,1,5,4,3,2,5,4,3,1,1,5,2,5,1,2,1,5,5,5,4,4,3,2,2,3,4,4,3,5,5,1,5,1,3,1,5,4,4,4,Negocios,Licenciatura en Turismo y Hotelería,5,F,1997/06/06,Argentina,Argentina,Buenos Aires,General San Martin
3,3,5,2,3,3,4,3,3,2,3,5,5,4,3,2,2,2,2,1,1,5,2,5,1,3,1,4,4,4,3,3,3,3,3,3,3,2,2,5,5,2,3,4,3,2,2,3,3,3,Negocios,Administración de empresas,4,F,1941/08/08,Argentina,Argentina,Buenos Aires,"Beccar, San Isidro"
5,1,5,1,4,1,5,1,5,1,5,4,5,4,1,1,1,1,1,1,1,5,5,3,1,4,1,2,2,4,4,5,3,1,4,5,1,3,3,4,4,1,5,1,5,1,2,1,3,5,Ciencias Sociales,Lic. En psicopedagogia,5,F,1985/04/18,Argentina,Argentina,Buenos aires,Vicente lopez
4,1,4,2,5,1,4,3,3,4,5,2,5,3,2,5,4,4,3,4,2,4,1,4,3,5,1,3,5,4,4,4,5,3,3,3,3,3,3,5,4,2,5,2,4,5,4,4,5,4,STEM,Arquitectura,3,F,1998/07/16,Argentina,Argentina,Buenos Aires,San Isidro
2,3,2,3,4,1,3,5,4,3,5,3,5,3,3,3,5,5,5,3,1,5,4,4,1,3,1,3,5,4,1,3,2,5,1,2,5,3,3,2,2,5,5,5,3,2,4,2,4,4,Ciencias de la Salud,Licenciatura en enfermería,3,F,1992/11/25,Argentina,Argentina,Buenos Aires,Capital Federal
3,3,5,4,3,5,3,3,2,4,5,2,4,4,4,3,3,4,4,2,2,4,2,4,2,4,1,4,3,5,4,5,5,4,3,3,4,2,5,4,3,3,2,3,4,2,4,2,2,4,Ciencias de la Salud,Médico Veterinario,4,F,1983/08/12,Argentina,Argentina,Buenos Aires,Capital federal
3,3,3,3,2,2,2,5,1,3,2,3,3,2,1,3,3,3,4,2,1,5,2,5,1,5,1,4,4,3,3,1,5,1,2,3,5,3,5,5,5,1,4,1,4,2,5,2,3,4,Ciencias Sociales,lic en psicopedagogia,3,F,1992/04/14,Argentina,Argentina,Buenos Aires,CABA
5,1,5,1,5,1,5,3,1,1,3,1,5,3,5,3,4,4,3,3,3,4,4,4,2,2,2,5,5,5,5,4,3,3,2,3,3,3,3,3,2,1,5,1,5,1,4,2,3,5,Negocios,turismo,4,M,1996/10/01,Catalunya,Spain,barcelona,barcelona
3,3,3,5,4,4,2,5,1,4,4,2,4,2,1,2,4,4,4,2,2,4,2,4,1,4,1,3,3,4,2,1,3,2,4,1,5,1,4,4,3,3,3,2,4,2,3,1,5,3,Educación,Magisterio,4,F,1999/03/16,Argentina,Argentina,Buenos Aires,San Isidro
2,1,5,3,2,5,1,2,1,2,5,2,5,2,2,4,3,3,3,2,2,4,3,3,2,4,1,5,3,5,5,1,5,3,5,1,5,1,5,5,5,3,4,2,4,2,3,4,5,4,Educación,Maestra,4,F,2023/10/25,Argentina,Argentina,Buenos Aires,10/07/1996
3,1,5,2,4,1,5,1,5,1,3,4,4,3,2,2,4,3,4,2,1,5,4,4,1,5,2,3,4,5,4,4,4,4,4,3,3,2,4,4,4,4,4,3,4,3,5,5,4,4,Ciencias de la Salud,Veterinaria,4,M,1990/04/02,Argentina,Argentina,Buenos aires,General rodriguez
3,2,3,3,2,1,1,3,3,1,1,3,1,3,3,1,1,1,3,2,1,3,1,4,1,5,1,4,4,4,1,4,5,5,2,1,3,4,2,4,3,3,4,1,1,1,3,2,4,5,Humanidades,Lic en letras,3,F,1999/05/19,Argentina,Argentina,Tucumán,San miguel de tucumán
1,3,2,5,3,3,2,5,3,5,4,2,5,1,2,1,2,2,2,4,3,3,3,4,2,5,2,3,5,3,2,5,3,5,1,5,2,2,4,2,5,2,5,1,3,1,2,3,5,5,Artes,Lenguas Vivas Juan Ramón Fernández,3,F,1979/11/03,Argentina,Argentina,Buenos Aires,CABA
3,3,4,3,3,2,3,3,2,2,2,4,4,3,2,2,2,2,1,1,1,5,1,5,1,3,1,4,5,4,3,1,5,2,3,1,5,3,4,3,4,2,3,2,3,2,5,1,3,3,Negocios,Publicidad,3,M,2023/10/25,Argentina,Argentina,Buenos Aires,Buenos Aires
3,1,4,3,4,2,5,4,3,5,4,4,2,4,2,2,2,3,3,1,4,5,1,4,1,3,1,5,5,5,3,3,3,3,3,2,3,3,4,4,4,1,5,1,4,1,4,2,3,5,Ciencias Sociales,Profesorado de inglés,4,F,1968/08/31,Argentina,Argentina,Buenos Aires,CABA
3,4,4,4,3,2,2,4,1,4,2,4,4,3,2,3,3,2,2,1,1,5,2,5,1,4,1,4,4,4,4,2,4,1,3,1,3,4,4,5,5,1,4,1,4,2,4,4,5,5,Ciencias Sociales,Psicología,4,M,1999/09/09,Argentina,Argentina,Buenos Aires,Buenos Aires
4,4,4,4,5,4,3,4,5,5,4,3,3,4,3,3,4,4,3,3,4,5,1,4,4,5,1,5,5,5,4,1,1,4,4,4,4,4,4,4,5,4,4,3,4,4,4,3,3,4,Negocios,Licenciada en administración y finanzas,4,F,1945/01/01,Uruguay,Uruguay,Uruguay,Montevideo
4,1,5,1,5,1,4,2,1,1,2,5,4,5,1,2,1,1,1,1,1,5,1,5,2,5,1,3,5,5,3,1,5,1,4,1,5,2,3,5,3,1,5,1,5,1,5,2,5,5,STEM,Ingeniería Mecanica UTN (sin terminar),5,M,1996/07/17,Argentina,Argentina,Buenos Aires,Vicente Lopez
2,3,3,2,1,4,1,4,4,3,3,2,2,2,4,2,2,2,4,4,4,4,2,2,4,1,3,1,2,1,4,1,1,3,5,1,1,3,4,4,4,4,2,5,4,4,3,4,2,2,Artes,Diseño gráfico,2,F,2001/06/29,Argey,Argentina,Buenos Aires,San Isidro
4,2,4,2,3,2,3,3,5,4,1,4,1,3,2,2,1,1,2,2,2,5,1,5,1,3,1,2,5,5,4,3,4,1,3,2,3,3,4,4,5,1,4,1,4,2,5,3,5,4,Humanidades,Philosophy,4,M,1981/09/25,Argentina,Argentina,Buenos Aires,San Fernando
2,3,3,4,3,4,2,5,3,4,4,2,4,4,2,3,2,2,3,2,2,2,2,4,3,4,1,3,4,5,2,4,4,3,2,3,3,4,2,2,5,1,3,3,3,2,4,4,4,3,Humanidades,Letras,3,M,1985/08/16,Argentina,Argentina,CABA,CABA
5,1,4,1,5,1,4,1,5,1,2,4,4,5,1,4,2,4,1,1,4,4,1,4,4,4,1,4,4,5,3,5,5,1,4,4,1,1,4,5,4,1,5,1,5,1,5,1,1,5,Educación,Lic en gestión educativa,5,F,1977/03/09,Argetina,Argentina,Bs as,Villa ballester
3,3,3,4,4,4,4,4,4,4,4,3,3,2,4,3,3,4,2,2,4,4,2,4,4,5,2,4,4,5,2,1,4,2,1,5,5,4,2,4,3,2,5,1,4,2,2,2,4,4,Ninguna,Nada,4,M,2001/06/29,Argentina,Argentina,Buenos Aires,San Isidro
3,4,2,5,3,4,2,5,1,5,3,3,4,2,4,5,2,2,2,2,2,4,1,5,3,3,1,4,4,5,4,1,5,1,5,1,5,1,5,5,4,1,3,2,4,1,4,2,5,3,STEM,Lic. En Psicomotricidad,4,F,1976/02/02,Argentina,Argentina,Buenos Aires,Buenos Aires
3,2,4,3,2,2,2,3,1,1,1,5,5,5,4,4,1,1,1,1,1,1,3,5,1,5,1,4,4,5,5,3,3,1,5,3,4,1,3,5,3,3,3,5,3,3,5,3,1,3,Ninguna,Ninguna,5,M,1951/06/29,Argentina,Argentina,Buenos aires,San martin
4,2,4,2,4,2,4,3,3,1,5,3,5,3,2,4,4,4,4,3,1,4,2,5,1,4,1,4,5,4,3,4,4,4,1,3,3,4,4,4,3,3,3,2,2,4,4,4,4,3,Educación,Profesorado de educación primaria,4,F,2001/10/23,Argentina,Argentina,Buenos Aires,Buenos Aires
3,4,4,4,3,5,5,3,3,4,4,2,5,2,4,3,4,5,2,5,5,4,5,4,1,4,1,5,4,4,3,1,5,4,3,1,5,4,4,3,4,1,3,2,3,4,4,4,4,3,Ciencias Sociales,abogacía,3,M,1968/02/09,Argentina,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires
3,2,4,3,3,1,3,5,2,3,2,2,4,4,2,5,2,2,2,2,1,5,1,5,1,2,1,4,4,4,3,2,4,2,3,2,3,1,3,4,4,1,4,1,3,2,4,4,5,4,Artes,Master of Artes,3,M,1964/03/10,Argentina,Argentina,Ciudad de Buenos Aires,Ciudad de Buenos Aires
5,1,5,4,5,1,5,1,5,4,5,4,5,4,1,3,4,4,4,3,1,5,3,5,1,3,1,5,5,4,4,4,3,3,2,2,2,3,4,4,4,2,5,3,5,1,5,3,5,5,STEM,Licenciatura en sistemas,4,M,1978/06/18,Argentina,Argentina,Buenos aires,San Martin
1,3,2,4,2,3,1,4,3,5,4,3,5,3,3,3,2,2,3,1,1,4,2,5,1,5,1,4,4,4,4,3,4,2,4,3,3,2,4,5,5,3,3,3,3,3,3,3,5,4,Educación,Profesorado de primaria,3,F,1991/11/18,Argentina,Argentina,Buenos Aires,Capital Federal
3,3,4,4,4,1,4,5,3,4,3,4,4,4,2,1,1,1,1,1,1,5,1,4,1,5,1,4,4,5,3,2,4,2,4,2,5,1,4,4,4,2,3,3,3,3,4,2,1,2,STEM,Agronomia (UBA),4,M,1966/03/31,Argentina,Argentina,Bs. As.,CapitalFederal
1,4,4,2,2,3,5,3,3,3,1,4,3,4,1,2,1,1,1,1,1,5,1,5,1,2,1,3,4,5,3,3,2,1,3,1,1,1,3,1,3,1,3,3,3,2,5,1,3,2,Negocios,Administracion,4,M,1966/01/02,Argentina,Argentina,Buenos Aires,Capital federal
1,4,2,2,3,5,2,4,4,3,4,2,4,3,3,3,3,2,2,1,1,5,1,5,1,1,1,4,4,4,3,1,5,1,3,1,5,1,3,4,4,3,4,3,3,1,4,1,4,4,Negocios,Hoteleria(terciaria),3,F,1965/10/30,Argentina,Argentina,Bs As,CABA
1,4,4,3,4,4,2,3,3,4,4,4,4,2,2,2,2,2,2,2,2,5,1,4,1,4,1,4,4,5,3,1,5,1,5,1,5,1,5,5,5,1,2,1,3,4,4,3,5,5,Ciencias Sociales,Abogacia,4,F,1966/05/13,Argentina,Argentina,Buenos Aires,San Isidro
3,1,5,1,5,1,5,4,5,1,3,3,2,4,2,2,2,2,4,1,2,5,2,5,5,1,1,4,5,5,5,1,4,3,5,3,5,1,5,5,5,1,3,2,4,2,5,4,1,5,STEM,Ingeniera Agrónoma,4,F,1977/08/15,Argeny,Argentina,Buenos Aires,CABA
2,1,3,4,3,1,4,3,3,4,5,1,5,2,4,5,5,5,4,3,2,5,1,5,1,4,1,3,4,3,3,1,5,3,5,1,5,1,4,5,4,2,5,1,3,1,3,2,5,5,Ninguna,Ninguna,4,F,1965/08/23,Argentina,Argentina,Buenos Aires,Capital Federal
3,1,4,2,4,1,3,2,4,1,4,1,5,2,2,2,4,4,3,1,2,4,2,3,1,4,1,4,4,5,3,5,3,4,2,5,4,1,5,5,3,2,4,1,3,1,4,2,5,4,STEM,Física,3,M,1997/08/07,Argentina,Argentina,CABA,CABA
3,3,3,3,3,3,2,4,2,4,3,2,5,2,3,4,3,3,2,3,2,3,2,3,3,3,2,2,2,3,3,1,5,3,5,1,5,1,5,5,5,1,4,1,3,2,4,4,4,2,STEM,Ingeniería química,2,M,1962/12/10,Argentina,Argentina,Buenos Aires,San Isidro
3,3,3,4,3,2,2,4,2,3,4,2,4,2,4,4,4,4,3,3,2,4,3,4,1,4,1,4,4,3,3,4,4,3,3,4,3,2,4,4,3,3,3,3,3,3,4,1,4,3,Educación,Docente,3,F,1991/04/30,Argentina,Argentina,Capital Federal,Capital Federal
4,1,5,2,4,1,4,2,5,2,2,4,1,2,1,1,1,1,2,1,1,5,1,4,1,2,1,4,2,4,4,2,5,1,2,3,5,2,4,4,5,1,4,1,4,1,5,4,3,3,Educación,Profesorado de inglés,4,F,1967/09/29,Argentina,Argentina,Córdoba,Córdoba
4,1,5,2,4,1,4,2,5,2,2,4,1,2,1,1,1,1,2,1,1,5,1,4,1,2,1,4,2,4,4,2,5,1,2,3,5,2,4,4,5,1,4,1,4,1,5,4,3,3,Educación,Profesorado de inglés,4,F,1967/09/29,Argentina,Argentina,Córdoba,Córdoba
3,3,4,2,4,2,2,4,3,4,1,4,5,2,2,3,3,2,2,3,2,5,1,5,1,4,1,5,5,5,3,2,5,2,3,2,5,2,5,4,4,2,5,4,4,2,5,3,3,5,Negocios,Marketing,3,F,1998/10/09,Spain,Spain,Barcelona,Barcelona
3,4,3,4,3,2,3,4,3,3,2,4,4,2,2,1,2,2,2,2,2,4,2,5,2,4,2,4,4,4,4,2,4,2,4,2,4,2,4,4,3,2,4,2,3,2,4,3,3,3,STEM,Química,4,F,1978/11/29,Argentina,Argentina,Buenos aires,Capital federal
4,1,4,2,4,2,4,2,2,3,2,2,4,2,1,4,4,3,2,4,2,2,1,4,2,2,2,4,3,4,4,3,5,3,2,1,4,2,3,4,4,2,5,2,4,1,5,4,5,5,Negocios,Negoci i Màrqueting Internacional,3,M,2000/09/06,Catalunya,Spain,Catalunya,Barcelona
3,2,5,3,4,2,4,5,4,4,4,5,3,5,2,2,1,1,3,1,5,5,1,5,1,3,1,4,5,5,5,1,5,1,5,1,5,1,5,5,4,4,5,3,3,3,3,4,4,3,Otro,Universitaria,5,F,1964/04/27,Argentina,Argentina,Caba,Buenos Aires
3,2,4,4,4,2,3,5,3,1,2,4,4,5,3,3,2,3,3,1,4,4,2,4,2,3,1,4,4,5,4,1,5,2,4,1,5,2,5,4,5,2,5,2,4,1,5,4,4,4,Negocios,Lic. En Administracion de Empresas,4,M,1963/02/06,Argentina,Argentina,Capital Federal,Buenos Aires
3,2,5,2,5,1,3,2,2,2,4,2,5,1,5,5,4,3,4,3,2,4,1,4,2,4,1,5,4,5,4,1,5,3,5,1,5,1,5,5,5,1,5,3,3,1,4,4,4,3,Ciencias de la Salud,Medicina,3,F,1979/03/23,Argentina,Argentina,BUENOS AIRES,CABA
3,4,4,4,2,5,3,4,3,3,3,4,5,4,3,2,2,2,2,2,5,5,2,4,2,4,2,4,4,4,5,1,5,1,4,1,5,2,4,4,4,2,2,3,3,2,5,4,2,3,Negocios,Negocios Digitales,4,F,1999/11/05,Argentina,Argentina,Buenos Aires,CABA
4,5,5,3,4,2,4,5,4,1,1,5,1,3,1,3,1,1,1,1,3,5,1,5,3,5,1,3,1,1,4,5,5,2,3,3,2,1,4,5,4,2,4,2,4,1,5,2,5,4,Negocios,lic en administracion de empresa,4,M,1990/04/10,venezuela,Venezuela,caracas,caracas
3,2,4,2,4,1,2,3,4,3,4,3,4,3,3,2,2,2,3,2,4,4,1,4,1,4,1,4,4,4,4,3,4,3,3,3,5,1,4,4,5,1,4,1,4,1,4,4,5,4,Otro,Universidad Museo Social Argentino,4,M,1979/05/18,Argentina,Argentina,Buenoas Aires,Buenos Aires
3,4,4,4,2,4,1,2,4,4,4,5,4,3,4,2,5,5,2,4,1,5,1,4,1,5,1,5,4,3,2,4,3,5,4,5,5,4,5,5,2,1,4,1,4,1,4,2,5,3,STEM,Agronomía,3,M,1998/05/10,Argentina,Argentina,Buenos Aires,San Isidro
4,4,4,3,3,2,3,2,4,2,1,4,2,4,2,2,1,1,1,2,1,5,1,2,1,3,1,1,5,5,5,1,5,1,5,1,5,1,4,5,4,4,4,4,4,1,4,3,4,4,Otro,Terciaria,4,F,1955/09/21,Argentina,Argentina,Buenos aires,San Fernando
3,4,3,4,3,4,2,4,5,4,3,3,4,3,4,4,3,3,4,3,3,2,2,3,2,3,2,3,2,3,4,4,4,2,3,4,5,3,2,3,5,2,3,3,4,2,5,3,4,4,Otro,Universidad de Belgrano,3,M,1970/02/14,Argentina,Argentina,Buenos Aires,Ciudad de Buenos Aires
3,3,3,2,4,2,2,3,3,2,2,4,4,2,1,2,2,2,3,2,2,5,2,4,2,5,2,1,4,5,3,3,4,2,2,1,4,2,3,4,4,1,5,1,4,1,4,3,5,4,Ciencias de la Salud,Medicina en la UBA,4,F,2002/12/03,Argentina,Argentina,Buenos Aires,Capital federal
3,2,4,3,4,4,3,3,4,3,4,3,5,3,2,2,2,2,1,1,2,4,4,4,2,3,2,3,3,4,3,4,2,1,2,4,3,2,2,5,5,2,4,3,3,2,4,4,3,2,Ciencias Sociales,Economia,4,M,2000/07/19,Argentina,Argentina,Mendoza,Mendoza
5,2,4,1,4,4,4,2,4,4,2,3,4,2,4,4,4,4,2,2,1,5,1,5,1,5,1,5,5,5,3,4,5,4,5,5,5,3,4,5,3,4,2,3,4,4,5,2,4,3,Negocios,BBA,5,F,2000/07/07,España,Spain,Barcelona,Barcelona
2,3,4,3,3,3,3,4,3,3,3,2,4,2,3,4,4,4,4,3,1,4,4,4,2,4,2,5,4,5,3,2,5,2,2,2,5,3,4,4,4,4,4,4,3,4,4,2,4,3,Ninguna,ninguna,3,M,1937/08/20,Argentina,Argentina,CABA,Capital Federal
4,1,5,2,4,2,3,2,4,2,5,1,5,2,3,4,2,2,4,2,3,3,4,3,3,4,2,4,4,4,4,5,4,5,3,5,3,5,3,5,5,1,5,1,5,1,5,5,5,5,STEM,Ingeniería Industrial,4,M,1999/04/18,Argentina,Argentina,CABA,CABA
2,3,3,3,2,2,1,4,2,5,4,3,4,3,4,3,3,3,4,2,2,3,1,3,3,2,1,3,3,2,3,2,4,1,2,2,4,4,3,4,5,1,5,1,3,1,4,3,4,4,Educación,PROFESORADO EN LETRAS,3,F,1985/08/12,ARGENTINA,Argentina,BUENOS AIRES,MAR DEL PLATA
3,2,4,3,4,2,2,5,2,3,2,3,4,3,3,2,2,1,2,2,2,4,1,4,3,4,2,2,3,5,4,1,3,1,4,2,4,2,3,4,3,2,3,2,3,3,3,2,3,3,Negocios,Negocios and administration,5,F,1999/01/27,Chile,Chile,Santiago,Santiago
3,4,2,2,1,3,2,4,2,5,5,3,5,2,4,4,4,4,4,3,2,3,2,4,3,4,2,3,4,2,1,4,4,3,2,4,3,4,2,4,2,3,3,2,3,3,3,2,4,4,Negocios,Commerce,3,M,1999/09/28,France,France,Franche-Comté,Besançon
2,5,4,2,2,4,4,2,4,4,4,2,4,4,2,2,2,2,4,2,1,5,2,5,1,4,1,4,5,5,2,5,4,5,4,5,2,2,1,5,4,2,5,2,4,1,5,3,5,5,STEM,Chimie des matériaux,4,F,1999/11/09,France,France,Cher,Vierzon
4,2,3,4,4,2,4,3,3,2,4,2,4,2,3,2,2,2,3,2,2,4,2,4,2,4,1,3,2,4,2,5,3,3,2,4,3,4,3,5,4,4,2,3,3,2,4,2,3,3,Negocios,estoy cursando administracion de empresas,3,M,2000/12/15,Argentina,Argentina,Buenos Aires,San isidro
4,1,5,2,4,1,3,2,4,3,5,2,4,1,3,3,4,4,4,2,1,5,2,5,1,4,1,5,5,5,2,3,5,3,3,5,3,4,3,3,3,4,4,4,3,2,3,4,3,3,Ninguna,Ninguna,3,F,1999/10/14,Argentina,Argentina,Buenos aires,San Isidro
2,3,3,3,3,4,3,2,2,2,4,2,4,4,4,2,3,3,3,2,2,4,2,5,5,3,2,4,4,4,4,1,4,1,3,1,5,2,4,5,5,1,5,2,4,2,5,4,4,4,Negocios,CONTADOR,4,M,1963/01/31,ARGENTINA,Argentina,BUENOS AIRES,CABA
3,2,3,2,3,3,3,4,3,4,2,4,4,3,2,2,4,3,4,2,4,4,3,3,2,3,2,3,3,4,3,1,5,2,4,1,5,2,4,5,3,3,2,2,3,3,4,2,4,3,STEM,Técnico en Electrónica,4,M,1965/05/22,Uruguay,Uruguay,Montevideo,Montevideo
3,3,3,3,3,3,3,3,3,4,4,3,4,2,3,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,2,3,2,3,2,3,3,3,5,4,3,4,3,3,3,3,3,3,3,Negocios,Practicas aduaneras,4,F,1984/01/17,Argentina,Argentina,Buenos Aires,Capital federal
3,3,3,3,3,5,3,3,3,3,2,5,4,5,3,5,2,2,2,2,3,3,1,2,3,5,3,4,4,5,5,2,5,2,5,1,5,1,5,4,4,3,5,2,3,4,4,2,5,3,Negocios,Lic en Administracion,5,F,1986/04/11,Argentina,Argentina,Buenos Aires,San Miguel
3,4,2,4,2,3,1,5,3,4,5,2,4,3,3,4,5,5,4,4,2,3,3,3,3,4,2,4,3,4,4,5,5,5,2,4,3,5,3,4,4,4,3,3,3,4,3,4,3,3,STEM,Arquitectura,3,F,2000/10/30,Argentina,Argentina,Buenos Aires,Buenos Aires
2,4,3,4,3,4,4,3,4,3,3,2,4,2,2,2,4,4,3,4,2,4,3,3,2,3,2,4,4,3,3,2,4,2,4,2,4,3,4,3,4,2,4,2,3,2,3,4,5,5,STEM,KTH,3,M,2002/02/07,Sweden,Suecia,Stockholm,Stockholm
4,1,4,2,3,4,3,2,3,2,3,4,4,4,1,1,1,1,2,2,2,3,2,4,2,4,2,4,4,4,4,4,3,3,1,4,2,3,3,2,4,2,4,1,4,1,4,4,4,4,STEM,Diseño industrial,4,M,1999/04/07,Argentina,Argentina,Buenos Aires,San Isidro
4,1,2,2,5,1,3,3,4,4,5,2,5,1,4,4,4,4,4,2,3,4,4,4,2,3,1,3,4,4,1,1,5,1,4,1,5,3,4,5,5,1,5,1,5,1,5,5,5,5,Ciencias de la Salud,Medicina,4,M,1991/01/22,Argentina,Argentina,Buenos Aires,CABA
1,4,1,4,3,3,1,5,1,4,3,3,5,2,3,3,3,3,2,4,1,4,1,5,1,4,1,4,4,4,3,4,4,4,2,2,3,4,3,4,4,3,5,3,3,1,4,3,5,4,Artes,Diseño gráfico,3,F,1999/05/16,Argentina,Argentina,Buenos Aires,Ituzaingó
1,3,2,5,3,4,2,5,4,5,5,2,5,1,4,5,5,5,4,4,2,5,5,5,1,5,1,4,3,2,5,4,2,5,3,4,5,1,4,4,3,2,3,2,2,5,3,5,5,3,STEM,Química,2,M,1970/04/19,Argentina,Argentina,CABA,CABA
3,2,3,3,4,1,4,3,2,2,4,3,4,2,3,4,4,4,2,4,4,3,3,3,3,4,3,3,2,3,2,3,4,2,1,2,4,4,2,4,4,4,5,3,5,1,4,2,4,5,Artes,Música,3,M,1997/02/03,Argentina,Argentina,Santa Fe,Santa Fe
2,4,2,3,3,4,3,4,4,5,3,4,4,2,1,2,2,2,4,2,2,5,2,4,1,5,1,4,4,5,3,4,3,1,4,3,4,2,4,4,4,4,3,2,3,4,3,2,4,3,STEM,Bioquímica y doctorado en Cs. Biológicas,4,F,1992/06/23,Argentina,Argentina,Buenos Aires,Arrecifes
1,2,4,3,3,3,3,4,4,3,2,4,2,2,2,3,2,2,3,2,4,4,1,2,3,4,3,2,3,3,2,4,3,3,2,4,2,4,2,4,4,1,4,1,3,2,4,3,3,3,Negocios,Contador Público,3,M,1979/03/06,argentina,Argentina,buenos aires,la matanza
1,5,1,4,1,5,1,5,3,5,5,1,5,1,5,5,5,5,5,5,5,1,5,3,4,5,3,2,1,3,3,4,3,5,3,4,3,5,4,2,4,2,4,2,3,3,4,3,4,3,Humanidades,Filosofía,2,M,2021/01/08,Argentina,Argentina,Buenos Aires,Caba
3,4,2,4,3,2,2,5,4,4,3,2,5,2,3,3,3,2,2,1,1,3,1,4,2,3,2,4,3,4,4,2,4,2,4,5,3,2,4,4,5,1,5,1,4,1,5,5,5,5,Artes,Diseño de Imagen y Sonido,3,M,1992/07/05,argentina,Argentina,caba,caba
1,3,3,3,1,4,3,3,3,4,2,3,4,3,2,3,2,2,4,2,1,4,2,4,2,3,2,3,4,4,3,3,5,2,3,2,4,3,4,4,3,2,4,2,3,2,3,2,4,3,STEM,Ingenieria,1,M,1977/01/10,argentina,Argentina,buenos aires,buenos aires
3,1,2,5,1,5,1,4,5,2,1,2,5,3,3,4,5,4,5,1,4,4,4,4,4,5,2,3,4,4,5,1,5,1,5,1,5,1,5,5,5,1,4,1,5,1,5,5,5,5,STEM,Ingeniería en Sistemas de Información,5,M,1985/04/23,Argentina,Argentina,Entre Rios,Parana
